item,needs_backfill,model_ready,backfill_reason,has_summary,summary_ready,summary_n_listings,has_fit,fit_ready,fit_n_clean,pred_cv,pred_mean,pred_min,pred_max
★ Moto Gloves | 3rd Commando Company (Battle-Scarred),False,True,,True,True,19,True,True,18,0.0303,45.5758,44.35,50.62
P250 | Muertos (Minimal Wear),False,True,,True,True,205,True,True,205,0.0454,13.3141,12.81,15.4
M4A1-S | Black Lotus (Battle-Scarred),False,True,,True,True,206,True,True,191,0.308,6.5608,5.55,29.9
FAMAS | 2A2F (Factory New),False,True,,True,True,206,True,True,203,0.1624,12.8625,10.32,17.56
AK-47 | Legion of Anubis (Factory New),False,True,,True,True,207,True,True,202,0.2168,72.0259,63.08,113.6
M4A1-S | Leaded Glass (Minimal Wear),False,True,,True,True,207,True,True,202,0.0441,10.6261,10.2,12.88
AWP | Exothermic (Factory New),False,True,,True,True,207,True,True,207,0.0009,21.2819,21.28,21.48
MP7 | Abyssal Apparition (Minimal Wear),False,True,,True,True,208,True,True,207,0.117,9.8053,8.81,12.38
Glock-18 | Nuclear Garden (Factory New),False,True,,True,True,209,True,True,203,0.186,35.059,31.01,72.21
M4A4 | Tooth Fairy (Minimal Wear),False,True,,True,True,211,True,True,209,0.136,6.9521,6.05,8.76
AWP | Neo-Noir (Field-Tested),False,True,,True,True,212,True,True,207,0.0265,43.796,42.65,55.22
AK-47 | The Oligarch (Field-Tested),False,True,,True,True,214,True,True,208,0.0939,85.5716,78.73,105.85
M4A1-S | Blood Tiger (Factory New),False,True,,True,True,215,True,True,212,0.1038,32.8246,30.54,51.9
MP9 | Hydra (Field-Tested),False,True,,True,True,216,True,True,209,0.129,6.9597,6.26,11.27
USP-S | Kill Confirmed (Field-Tested),False,True,,True,True,217,True,True,213,0.0971,74.507,69.28,138.13
AWP | Black Nile (Battle-Scarred),False,True,,True,True,219,True,True,205,0.2208,4.3921,3.33,8.83
AWP | Atheris (Battle-Scarred),False,True,,True,True,219,True,True,211,0.4506,4.6979,3.93,28.17
AK-47 | Searing Rage (Battle-Scarred),False,True,,True,True,221,True,True,211,0.0987,4.6325,4.44,6.65
Dual Berettas | Melondrama (Minimal Wear),False,True,,True,True,221,True,True,220,0.1274,9.9824,8.92,14.07
★ Moto Gloves | Blood Pressure (Field-Tested),False,True,,True,True,221,True,True,221,0.1236,148.333,128.4,186.48
AWP | Crakow! (Minimal Wear),False,True,,True,True,224,True,True,212,0.0564,75.3093,72.18,106.78
Glock-18 | Water Elemental (Factory New),False,True,,True,True,225,True,True,223,0.1149,40.1508,37.65,59.83
M4A1-S | Blood Tiger (Minimal Wear),False,True,,True,True,226,True,True,214,0.0751,5.4045,5.17,10.49
MP7 | Amberline (Factory New),False,True,,True,True,226,True,True,226,0.0024,8.509,8.5,8.66
StatTrak™ AWP | Duality (Field-Tested),False,True,,True,True,227,True,True,219,0.1358,6.5759,5.93,11.45
AK-47 | Point Disarray (Minimal Wear),False,True,,True,True,227,True,True,220,0.0362,24.5118,23.77,30.29
AK-47 | Neon Revolution (Field-Tested),False,True,,True,True,227,True,True,221,0.0382,102.176,97.85,126.21
Sawed-Off | Kiss♥Love (Field-Tested),False,True,,True,True,227,True,True,224,0.1546,3.9099,3.44,5.32
Galil AR | Control (Factory New),False,True,,True,True,227,True,True,225,0.2025,7.7856,6.24,10.67
Glock-18 | Block-18 (Factory New),False,True,,True,True,228,True,True,219,0.2539,3.8655,3.04,9.17
FAMAS | Rapid Eye Movement (Minimal Wear),False,True,,True,True,228,True,True,225,0.0945,9.5837,9.02,13.59
M4A1-S | Mecha Industries (Field-Tested),False,True,,True,True,228,True,True,225,0.0412,100.4827,97.11,128.69
StatTrak™ USP-S | Guardian (Factory New),False,True,,True,True,231,True,True,226,0.1235,12.3424,11.46,19.27
★ Driver Gloves | Queen Jaguar (Field-Tested),False,True,,True,True,232,True,True,232,0.1224,68.4708,58.04,82.52
M4A1-S | Cyrex (Field-Tested),False,True,,True,True,234,True,True,232,0.0194,172.6095,168.78,187.36
AWP | Ice Coaled (Field-Tested),False,True,,True,True,237,True,True,234,0.1066,8.5013,7.63,13.29
Desert Eagle | Printstream (Factory New),False,True,,True,True,239,True,True,224,0.2292,100.0509,84.26,198.73
AK-47 | Phantom Disruptor (Minimal Wear),False,True,,True,True,239,True,True,236,0.0417,8.9982,8.72,10.55
AK-47 | Cartel (Minimal Wear),False,True,,True,True,244,True,True,237,0.131,23.0828,22.38,66.59
P250 | Visions (Minimal Wear),False,True,,True,True,244,True,True,242,0.1864,7.0155,5.52,9.04
★ Shadow Daggers | Gamma Doppler (Factory New),False,True,,True,True,245,True,True,245,0.3582,136.9781,107.94,272.12
Dual Berettas | Sweet Little Angels (Factory New),False,True,,True,True,246,True,True,237,0.2427,19.1553,15.04,44.39
AK-47 | The Outsiders (Field-Tested),False,True,,True,True,246,True,True,238,0.0712,8.801,8.35,11.53
StatTrak™ USP-S | Guardian (Field-Tested),False,True,,True,True,248,True,True,232,0.1031,5.1867,4.71,9.72
★ Driver Gloves | Rezan the Red (Field-Tested),False,True,,True,True,248,True,True,247,0.0985,74.7131,67.0,89.38
XM1014 | XOXO (Field-Tested),False,True,,True,True,249,True,True,247,0.1331,4.1349,3.83,9.25
AK-47 | Searing Rage (Well-Worn),False,True,,True,True,251,True,True,243,0.0325,4.3727,4.31,6.23
M4A4 | Neo-Noir (Minimal Wear),False,True,,True,True,252,True,True,250,0.059,61.0279,58.22,74.8
MP9 | Food Chain (Field-Tested),False,True,,True,True,253,True,True,250,0.1059,4.5253,4.2,6.3
M4A1-S | Hyper Beast (Field-Tested),False,True,,True,True,253,True,True,252,0.0706,112.6394,105.87,135.89
UMP-45 | Primal Saber (Field-Tested),False,True,,True,True,253,True,True,253,0.1192,14.2123,12.28,17.11
MAC-10 | Derailment (Factory New),False,True,,True,True,259,True,True,254,0.1665,35.6846,32.85,58.76
StatTrak™ AK-47 | Slate (Well-Worn),False,True,,True,True,262,True,True,250,0.0474,13.1831,12.75,18.09
Desert Eagle | Mecha Industries (Minimal Wear),False,True,,True,True,264,True,True,256,0.0668,8.7657,8.34,11.21
★ Moto Gloves | Smoke Out (Field-Tested),False,True,,True,True,264,True,True,264,0.1516,133.8694,114.32,176.7
Glock-18 | Vogue (Minimal Wear),False,True,,True,True,265,True,True,258,0.1776,6.7715,6.29,19.5
★ Sport Gloves | Bronze Morph (Field-Tested),False,True,,True,True,265,True,True,265,0.067,115.6724,106.21,134.12
Glock-18 | Vogue (Factory New),False,True,,True,True,267,True,True,258,0.2244,17.5219,14.95,35.44
Desert Eagle | Crimson Web (Field-Tested),False,True,,True,True,269,True,True,266,0.1242,13.7436,12.83,35.45
XM1014 | Entombed (Minimal Wear),False,True,,True,True,269,True,True,268,0.2031,6.068,4.44,7.58
Tec-9 | Fuel Injector (Field-Tested),False,True,,True,True,270,True,True,266,0.0873,12.2222,11.43,22.77
USP-S | Jawbreaker (Minimal Wear),False,True,,True,True,273,True,True,262,0.0902,7.8251,7.46,10.81
M4A4 | Evil Daimyo (Field-Tested),False,True,,True,True,275,True,True,263,0.2554,3.6381,3.47,18.67
AK-47 | Bloodsport (Field-Tested),False,True,,True,True,275,True,True,268,0.0289,131.4582,127.5,166.19
AWP | Hyper Beast (Field-Tested),False,True,,True,True,276,True,True,270,0.0747,38.4565,35.99,47.19
★ Specialist Gloves | Marble Fade (Field-Tested),False,True,,True,True,276,True,True,276,0.2044,185.5174,144.97,262.23
AK-47 | Nouveau Rouge (Field-Tested),False,True,,True,True,277,True,True,269,0.1244,16.2647,14.45,21.62
Desert Eagle | Mulberry (Factory New),False,True,,True,True,278,True,True,266,0.3371,30.823,25.49,159.94
M4A1-S | Player Two (Field-Tested),False,True,,True,True,278,True,True,274,0.0883,63.2409,57.76,77.27
USP-S | The Traitor (Field-Tested),False,True,,True,True,279,True,True,276,0.0725,40.9052,38.97,55.07
★ Specialist Gloves | Field Agent (Field-Tested),False,True,,True,True,280,True,True,280,0.2217,171.0779,131.43,240.01
★ Driver Gloves | Overtake (Field-Tested),False,True,,True,True,282,True,True,281,0.117,66.8698,57.3,83.35
Glock-18 | Shinobu (Well-Worn),False,True,,True,True,283,True,True,276,0.0318,4.3671,4.32,5.79
AK-47 | Frontside Misty (Minimal Wear),False,True,,True,True,285,True,True,276,0.1341,31.8267,30.4,92.09
StatTrak™ AK-47 | Slate (Battle-Scarred),False,True,,True,True,286,True,True,264,0.1281,12.9036,11.81,22.75
Galil AR | Tuxedo (Factory New),False,True,,True,True,286,True,True,271,0.4232,4.7257,3.97,30.66
Zeus x27 | Charged Up (Minimal Wear),False,True,,True,True,287,True,True,246,0.1969,11.9107,9.52,18.98
Dual Berettas | Sweet Little Angels (Field-Tested),False,True,,True,True,287,True,True,285,0.156,4.1998,3.74,5.85
M4A1-S | Decimator (Minimal Wear),False,True,,True,True,292,True,True,277,0.1078,20.7397,19.83,45.04
AK-47 | Inheritance (Factory New),False,True,,True,True,294,True,True,277,1.0412,159.7097,130.64,2970.49
Glock-18 | Shinobu (Minimal Wear),False,True,,True,True,295,True,True,280,0.1221,10.0594,9.37,20.84
Galil AR | Eco (Field-Tested),False,True,,True,True,295,True,True,283,0.2354,16.418,12.94,24.75
AK-47 | Head Shot (Minimal Wear),False,True,,True,True,297,True,True,291,0.116,65.3897,59.01,87.68
FAMAS | Yeti Camo (Factory New),False,True,,True,True,300,True,True,287,0.2081,5.1452,4.11,7.9
AK-47 | Crossfade (Minimal Wear),False,True,,True,True,300,True,True,292,0.0443,3.71,3.56,4.86
Galil AR | Chromatic Aberration (Field-Tested),False,True,,True,True,305,True,True,298,0.0695,4.4918,4.31,6.53
M4A1-S | Glitched Paint (Minimal Wear),False,True,,True,True,309,True,True,300,0.2281,5.355,4.6,23.3
M4A4 | Temukau (Minimal Wear),False,True,,True,True,311,True,True,301,0.144,77.2444,61.76,98.07
★ Paracord Knife | Doppler (Factory New),False,True,,True,True,315,True,True,315,0.4728,323.5178,197.19,733.64
Desert Eagle | Printstream (Minimal Wear),False,True,,True,True,317,True,True,303,0.0833,48.5124,45.3,75.38
M4A1-S | Stratosphere (Field-Tested),False,True,,True,True,319,True,True,317,0.1516,8.045,6.55,9.95
Galil AR | Sky Mandala (Factory New),False,True,,True,True,319,True,True,318,0.1972,2.72,2.69,12.27
AK-47 | Cartel (Field-Tested),False,True,,True,True,321,True,True,314,0.0456,16.811,16.35,23.27
AK-47 | Emerald Pinstripe (Field-Tested),False,True,,True,True,322,True,True,296,0.4367,3.0315,2.78,25.74
Five-SeveN | Fraise Crane (Factory New),False,True,,True,True,322,True,True,321,0.0115,5.1233,5.12,6.18
MP7 | Fade (Minimal Wear),False,True,,True,True,324,True,True,280,0.1179,9.9002,8.55,12.74
AK-47 | Point Disarray (Field-Tested),False,True,,True,True,325,True,True,315,0.0419,14.7068,14.33,20.03
★ Hand Wraps | Overprint (Field-Tested),False,True,,True,True,325,True,True,325,0.0589,118.4122,111.16,133.7
AWP | Printstream (Minimal Wear),False,True,,True,True,328,True,True,314,0.1049,90.3197,86.47,206.93
AK-47 | Legion of Anubis (Field-Tested),False,True,,True,True,328,True,True,326,0.0406,39.0168,37.3,44.81
Glock-18 | AXIA (Minimal Wear),False,True,,True,True,329,True,True,319,0.067,53.1852,50.3,85.34
AWP | Chromatic Aberration (Minimal Wear),False,True,,True,True,331,True,True,329,0.1805,64.5389,44.66,78.78
★ Gut Knife | Doppler (Factory New),False,True,,True,True,332,True,True,330,0.6011,190.1822,126.0,558.33
USP-S | Stainless (Minimal Wear),False,True,,True,True,334,True,True,327,0.2608,12.8422,12.21,70.8
★ Moto Gloves | Polygon (Field-Tested),False,True,,True,True,335,True,True,335,0.1208,140.2474,120.33,173.18
Tec-9 | Whiteout (Field-Tested),False,True,,True,True,337,True,True,326,0.221,8.5161,6.96,18.41
AK-47 | Elite Build (Factory New),False,True,,True,True,341,True,True,329,0.1272,12.6198,11.31,20.4
AUG | Eye of Zapems (Field-Tested),False,True,,True,True,344,True,True,342,0.1716,3.6921,3.29,5.3
M4A4 | Neo-Noir (Field-Tested),False,True,,True,True,345,True,True,341,0.1199,39.5447,35.4,53.73
StatTrak™ AK-47 | Elite Build (Well-Worn),False,True,,True,True,347,True,True,337,0.1795,4.1525,4.02,17.93
MP9 | Starlight Protector (Field-Tested),False,True,,True,True,347,True,True,346,0.0742,73.2824,67.73,93.46
AWP | Wildfire (Field-Tested),False,True,,True,True,348,True,True,337,0.062,49.7881,47.38,59.96
USP-S | Ticket to Hell (Factory New),False,True,,True,True,350,True,True,339,0.2039,4.412,3.69,6.53
★ Kukri Knife | Case Hardened (Field-Tested),False,True,,True,True,350,True,True,350,0.0,105.33,105.33,105.33
USP-S | Cortex (Minimal Wear),False,True,,True,True,351,True,True,339,0.0615,7.9677,7.79,15.59
AK-47 | Neon Rider (Field-Tested),False,True,,True,True,353,True,True,332,0.0824,48.5702,45.44,63.25
AK-47 | Crossfade (Factory New),False,True,,True,True,355,True,True,338,0.2316,10.8454,8.64,20.61
AK-47 | Searing Rage (Minimal Wear),False,True,,True,True,355,True,True,347,0.1491,9.1317,7.85,15.04
Galil AR | Rainbow Spoon (Field-Tested),False,True,,True,True,358,True,True,351,0.0575,39.3659,38.08,71.65
MAC-10 | Disco Tech (Field-Tested),False,True,,True,True,363,True,True,350,0.0955,6.234,5.84,11.51
AWP | Chrome Cannon (Field-Tested),False,True,,True,True,364,True,True,353,0.0916,33.01,30.62,45.88
★ Kukri Knife | Fade (Factory New),False,True,,True,True,369,True,True,320,0.0955,201.6015,177.11,261.57
USP-S | Printstream (Minimal Wear),False,True,,True,True,369,True,True,357,0.1386,72.6273,63.79,178.08
M4A1-S | Nightmare (Field-Tested),False,True,,True,True,370,True,True,364,0.0998,9.7184,9.15,13.42
Zeus x27 | Dragon Snore (Field-Tested),False,True,,True,True,372,True,True,367,0.1776,22.9155,18.06,33.58
Zeus x27 | Charged Up (Field-Tested),False,True,,True,True,375,True,True,322,0.2356,4.6945,3.27,7.14
StatTrak™ AK-47 | Elite Build (Field-Tested),False,True,,True,True,375,True,True,365,0.0634,5.886,5.7,9.71
Glock-18 | Water Elemental (Minimal Wear),False,True,,True,True,377,True,True,368,0.0865,20.5858,19.77,45.89
UMP-45 | K.O. Factory (Field-Tested),False,True,,True,True,378,True,True,376,0.1524,5.9289,5.06,7.75
M4A4 | The Emperor (Field-Tested),False,True,,True,True,380,True,True,374,0.1272,68.4127,58.89,89.51
Desert Eagle | Mecha Industries (Field-Tested),False,True,,True,True,381,True,True,368,0.0452,6.0052,5.78,7.89
M4A1-S | Leaded Glass (Field-Tested),False,True,,True,True,382,True,True,376,0.044,10.3013,10.01,14.77
AK-47 | The Empress (Field-Tested),False,True,,True,True,385,True,True,377,0.0503,95.9752,92.57,118.2
Glock-18 | Shinobu (Battle-Scarred),False,True,,True,True,391,True,True,379,3.2115,6.5801,4.52,422.47
StatTrak™ AK-47 | Slate (Field-Tested),False,True,,True,True,394,True,True,359,0.0991,14.911,14.13,32.2
AWP | PAW (Minimal Wear),False,True,,True,True,397,True,True,383,0.0492,3.5869,3.51,6.2
M4A1-S | Fade (Factory New),False,True,,True,True,400,True,True,347,0.0907,361.0857,317.42,495.67
AK-47 | Slate (Well-Worn),False,True,,True,True,400,True,True,360,0.4365,4.2942,4.06,39.41
R8 Revolver | Blaze (Factory New),False,True,,True,True,400,True,True,362,0.1281,5.2855,4.37,7.57
Desert Eagle | Heat Treated (Minimal Wear),False,True,,True,True,400,True,True,363,0.5113,3.9314,3.51,29.58
StatTrak™ AK-47 | Redline (Field-Tested),False,True,,True,True,400,True,True,365,0.3326,92.1106,63.99,252.43
AK-47 | Slate (Battle-Scarred),False,True,,True,True,400,True,True,366,0.1461,4.4753,4.02,7.08
AK-47 | Midnight Laminate (Minimal Wear),False,True,,True,True,400,True,True,368,0.182,14.1247,11.73,40.27
AK-47 | Slate (Field-Tested),False,True,,True,True,400,True,True,368,0.102,4.9843,4.65,9.99
AK-47 | Wintergreen (Minimal Wear),False,True,,True,True,400,True,True,369,0.1153,2.9564,2.7,7.57
AK-47 | Elite Build (Minimal Wear),False,True,,True,True,400,True,True,371,0.0832,3.1745,3.09,8.18
AK-47 | Ice Coaled (Field-Tested),False,True,,True,True,400,True,True,375,0.1581,5.0839,4.72,18.68
M4A1-S | Black Lotus (Minimal Wear),False,True,,True,True,400,True,True,375,0.1113,9.4723,8.82,23.82
USP-S | Jawbreaker (Field-Tested),False,True,,True,True,400,True,True,377,0.1219,4.4624,4.15,8.14
AK-47 | Redline (Field-Tested),False,True,,True,True,400,True,True,378,0.334,43.5744,31.48,125.93
AK-47 | Slate (Factory New),False,True,,True,True,400,True,True,380,0.1972,22.1814,19.69,60.46
M4A1-S | Solitude (Factory New),False,True,,True,True,400,True,True,380,0.1327,34.2499,30.18,64.24
USP-S | Cortex (Field-Tested),False,True,,True,True,400,True,True,380,0.1551,4.0462,3.9,15.58
AK-47 | Ice Coaled (Factory New),False,True,,True,True,400,True,True,381,0.2124,24.0195,21.11,69.99
AK-47 | Slate (Minimal Wear),False,True,,True,True,400,True,True,381,0.1659,7.6176,7.2,29.12
AWP | Atheris (Field-Tested),False,True,,True,True,400,True,True,381,0.11,5.1582,4.87,9.97
M4A1-S | Black Lotus (Factory New),False,True,,True,True,400,True,True,381,0.2567,22.9206,18.75,53.55
AWP | Redline (Field-Tested),False,True,,True,True,400,True,True,382,0.1595,41.5479,38.61,149.32
Glock-18 | Moonrise (Factory New),False,True,,True,True,400,True,True,382,4.1466,6.1475,4.38,514.21
AK-47 | Ice Coaled (Minimal Wear),False,True,,True,True,400,True,True,383,0.0716,8.6675,8.21,13.93
AWP | Asiimov (Field-Tested),False,True,,True,True,400,True,True,383,0.1979,126.2979,110.35,280.25
AWP | Asiimov (Battle-Scarred),False,True,,True,True,400,True,True,384,0.6937,179.5199,78.44,433.09
Galil AR | Rainbow Spoon (Factory New),False,True,,True,True,400,True,True,384,0.1728,91.3868,76.95,140.03
M4A1-S | Black Lotus (Field-Tested),False,True,,True,True,400,True,True,384,0.2711,5.9976,5.64,37.74
AUG | Eye of Zapems (Factory New),False,True,,True,True,400,True,True,385,0.1814,24.6508,21.24,55.39
Desert Eagle | Printstream (Field-Tested),False,True,,True,True,400,True,True,385,0.0823,40.192,36.49,65.7
M4A1-S | Decimator (Field-Tested),False,True,,True,True,400,True,True,385,0.0474,14.3104,13.72,17.87
M4A1-S | Solitude (Minimal Wear),False,True,,True,True,400,True,True,385,0.4794,5.851,5.31,60.18
AWP | Mortis (Field-Tested),False,True,,True,True,400,True,True,386,0.0508,3.9137,3.8,6.77
AWP | Printstream (Field-Tested),False,True,,True,True,400,True,True,386,0.1686,55.502,48.25,160.84
Desert Eagle | Mulberry (Field-Tested),False,True,,True,True,400,True,True,386,0.242,4.7757,3.52,10.81
Desert Eagle | Serpent Strike (Factory New),False,True,,True,True,400,True,True,386,0.2547,4.2338,3.15,7.69
MP9 | Arctic Tri-Tone (Factory New),False,True,,True,True,400,True,True,386,0.2347,19.3854,16.07,31.55
AK-47 | Phantom Disruptor (Field-Tested),False,True,,True,True,400,True,True,387,0.0273,6.1064,5.92,6.78
Desert Eagle | Conspiracy (Factory New),False,True,,True,True,400,True,True,387,0.1611,21.8034,19.86,42.51
Glock-18 | Shinobu (Field-Tested),False,True,,True,True,400,True,True,387,0.1114,5.6246,5.3,10.82
Glock-18 | Vogue (Field-Tested),False,True,,True,True,400,True,True,387,0.0955,4.2092,3.91,5.83
M4A1-S | Printstream (Field-Tested),False,True,,True,True,400,True,True,387,0.0803,193.488,177.25,240.97
AWP | Duality (Minimal Wear),False,True,,True,True,400,True,True,388,0.2136,8.0703,6.33,13.95
Tec-9 | Whiteout (Minimal Wear),False,True,,True,True,400,True,True,388,0.2956,37.8735,31.85,166.25
Five-SeveN | Heat Treated (Minimal Wear),False,True,,True,True,400,True,True,390,0.1867,9.7181,8.89,42.52
M4A4 | Choppa (Factory New),False,True,,True,True,400,True,True,390,0.1592,2.7388,2.4,4.07
USP-S | Alpine Camo (Factory New),False,True,,True,True,400,True,True,390,0.2493,4.8737,3.98,11.16
USP-S | Printstream (Field-Tested),False,True,,True,True,400,True,True,390,0.1218,42.9025,37.86,54.72
AWP | Crakow! (Field-Tested),False,True,,True,True,400,True,True,391,0.082,35.91,33.36,46.66
Desert Eagle | Conspiracy (Minimal Wear),False,True,,True,True,400,True,True,391,0.0375,19.4615,18.84,26.47
MAC-10 | Pipsqueak (Factory New),False,True,,True,True,400,True,True,391,0.1887,6.2633,4.87,9.59
Zeus x27 | Olympus (Minimal Wear),False,True,,True,True,400,True,True,391,0.2119,5.7743,4.32,10.57
AK-47 | Frontside Misty (Field-Tested),False,True,,True,True,400,True,True,392,0.1003,18.996,17.33,27.22
AK-47 | Inheritance (Minimal Wear),False,True,,True,True,400,True,True,392,0.0474,77.1028,72.96,90.59
AK-47 | Searing Rage (Field-Tested),False,True,,True,True,400,True,True,392,0.148,5.6884,5.23,13.05
Five-SeveN | Monkey Business (Field-Tested),False,True,,True,True,400,True,True,392,0.1719,14.7627,12.59,21.7
M4A1-S | Vaporwave (Field-Tested),False,True,,True,True,400,True,True,392,0.0697,60.8379,56.42,75.62
M4A4 | Evil Daimyo (Factory New),False,True,,True,True,400,True,True,392,0.1487,12.9867,11.88,19.28
AK-47 | Asiimov (Field-Tested),False,True,,True,True,400,True,True,393,0.0941,46.0501,41.65,59.41
AK-47 | Inheritance (Field-Tested),False,True,,True,True,400,True,True,393,0.0951,52.7715,48.19,64.54
M4A4 | Tooth Fairy (Field-Tested),False,True,,True,True,400,True,True,393,0.0942,4.1594,3.79,5.41
UMP-45 | Crimson Foil (Factory New),False,True,,True,True,400,True,True,393,0.2035,17.4316,15.12,27.31
Desert Eagle | Mulberry (Minimal Wear),False,True,,True,True,400,True,True,394,0.1011,13.1415,11.55,16.95
AWP | Duality (Field-Tested),False,True,,True,True,400,True,True,395,0.2373,4.7477,3.69,6.47
Glock-18 | Glockingbird (Minimal Wear),False,True,,True,True,400,True,True,395,0.1124,3.1296,2.54,3.63
MP9 | Arctic Tri-Tone (Field-Tested),False,True,,True,True,400,True,True,395,0.0738,4.8813,4.57,5.78
UMP-45 | Late Night Transit (Factory New),False,True,,True,True,400,True,True,395,0.2029,8.4117,7.14,12.94
AK-47 | Nightwish (Field-Tested),False,True,,True,True,400,True,True,396,0.0627,72.9768,68.7,91.77
Dual Berettas | Melondrama (Field-Tested),False,True,,True,True,400,True,True,396,0.094,7.253,6.52,9.49
Five-SeveN | Heat Treated (Battle-Scarred),False,True,,True,True,400,True,True,396,0.0997,4.5691,4.14,6.57
Five-SeveN | Heat Treated (Field-Tested),False,True,,True,True,400,True,True,396,0.0508,4.8306,4.55,6.48
M4A4 | Temukau (Field-Tested),False,True,,True,True,400,True,True,396,0.1275,42.348,37.23,54.54
Nova | Wurst Hölle (Factory New),False,True,,True,True,400,True,True,396,0.1689,4.2621,3.5,5.98
P250 | Visions (Field-Tested),False,True,,True,True,400,True,True,396,0.1439,4.2694,3.5,5.33
Zeus x27 | Olympus (Field-Tested),False,True,,True,True,400,True,True,396,0.1391,3.5793,3.07,4.37
AK-47 | Head Shot (Field-Tested),False,True,,True,True,400,True,True,397,0.1476,42.7844,36.68,56.75
Glock-18 | Green Line (Factory New),False,True,,True,True,400,True,True,397,0.1718,22.653,19.04,33.16
Glock-18 | Water Elemental (Field-Tested),False,True,,True,True,400,True,True,397,0.0424,19.6666,18.78,21.99
Nova | Yorkshire (Factory New),False,True,,True,True,400,True,True,397,0.1678,4.4986,3.81,6.18
P2000 | Wicked Sick (Field-Tested),False,True,,True,True,400,True,True,398,0.2434,4.7232,3.61,6.68
★ Specialist Gloves | Crimson Web (Field-Tested),False,True,,True,True,400,True,True,398,0.191,171.8204,137.11,233.39
FAMAS | Rapid Eye Movement (Field-Tested),False,True,,True,True,400,True,True,399,0.0908,7.1108,6.18,8.94
Glock-18 | AXIA (Field-Tested),False,True,,True,True,400,True,True,399,0.0343,39.8105,38.05,55.23
MP7 | Abyssal Apparition (Field-Tested),False,True,,True,True,400,True,True,399,0.0936,7.1173,6.36,8.88
P250 | Asiimov (Field-Tested),False,True,,True,True,400,True,True,399,0.1666,14.3947,12.54,21.45
UMP-45 | Wild Child (Field-Tested),False,True,,True,True,400,True,True,399,0.2076,4.8985,3.58,6.4
★ Driver Gloves | Black Tie (Field-Tested),False,True,,True,True,400,True,True,399,0.2088,168.5133,134.06,232.46
★ Driver Gloves | Imperial Plaid (Field-Tested),False,True,,True,True,400,True,True,399,0.2265,242.4119,187.03,330.74
★ Driver Gloves | King Snake (Field-Tested),False,True,,True,True,400,True,True,399,0.2809,205.654,145.94,286.67
UMP-45 | Crimson Foil (Field-Tested),False,True,,True,True,400,True,True,400,0.0455,4.6172,4.41,5.25
XM1014 | Entombed (Field-Tested),False,True,,True,True,400,True,True,400,0.1019,4.184,3.54,4.75
★ Sport Gloves | Omega (Field-Tested),False,True,,True,True,400,True,True,400,0.2047,253.9164,198.47,342.79
